Date,Beef rib cuts,Beef stewing cuts,Beef striploin cuts,Beef top sirloin cuts,Ground beef,Total value,Total value change,Beef rib cuts change,Beef stewing cuts change,Beef striploin cuts change,Beef top sirloin cuts change,Ground beef cuts change
2019-04,16.48,13.95,15.94,13.58,9.32,69.27,,,,,,
2019-05,23.76,14.64,17.99,16.82,9.33,82.54,0.19156922188537617,0.441747572815534,0.04946236559139794,0.12860727728983679,0.23858615611192935,0.0010729613733906351
2019-06,21.14,14.92,19.19,15.68,9.53,80.46000000000001,-0.025199903077295804,-0.1102693602693603,0.0191256830601092,0.06670372429127314,-0.06777645659928655,0.02143622722400851
2019-07,23.05,14.44,19.26,14.97,9.45,81.17,0.008824260502112713,0.09035004730368978,-0.03217158176943702,0.0036477331943720603,-0.04528061224489788,-0.008394543546694666
2019-08,22.98,14.62,18.42,12.36,9.73,78.11,-0.03769865713933718,-0.0030368763557483414,0.012465373961218829,-0.04361370716510904,-0.17434869739478964,0.029629629629629672
2019-09,23.19,14.54,16.94,14.1,8.63,77.39999999999999,-0.009089745231084523,0.009138381201044377,-0.005471956224350261,-0.08034744842562436,0.14077669902912615,-0.11305241521068854
2019-10,14.76,13.85,18.9,15.68,9.66,72.85,-0.05878552971576223,-0.3635187580853817,-0.047455295735900904,0.11570247933884281,0.11205673758865253,0.11935110081112388
2019-11,21.71,14.47,15.49,14.31,10.56,76.54,0.05065202470830488,0.47086720867208687,0.04476534296028878,-0.18042328042328037,-0.08737244897959184,0.0931677018633541
2019-12,13.9,15.51,17.67,10.96,9.55,67.59,-0.11693232296838252,-0.3597420543528328,0.07187284035936403,0.14073595868302147,-0.23410202655485668,-0.09564393939393934
2020-01,22.49,13.85,18.74,13.68,9.48,78.24,0.15756768752774075,0.6179856115107911,-0.10702772404900063,0.060554612337294644,0.24817518248175174,-0.007329842931937169
2020-02,26.44,14.65,19.5,13.43,9.54,83.56,0.06799591002044991,0.17563361493997354,0.057761732851985714,0.04055496264674496,-0.018274853801169555,0.006329113924050445
2020-03,20.5,15.38,20.24,16.47,10.01,82.60000000000001,-0.0114887505983724,-0.22465960665658102,0.04982935153583612,0.0379487179487179,0.22635889798957542,0.04926624737945495
2020-04,17.35,14.95,18.3,13.78,11.05,75.42999999999999,-0.08680387409200985,-0.15365853658536577,-0.027958387516255012,-0.09584980237154139,-0.16332726168791745,0.10389610389610393
2020-05,23.21,18.25,21.32,16.85,12.04,91.66999999999999,0.2152989526713509,0.33775216138328523,0.22073578595317733,0.16502732240437146,0.22278664731494935,0.08959276018099538
2020-06,22.54,19.39,34.02,20.74,11.12,107.81,0.17606632486091423,-0.028866867729427037,0.062465753424657544,0.5956848030018762,0.2308605341246288,-0.07641196013289031
2020-07,23.95,18.31,21.63,16.31,10.33,90.53,-0.1602819775531027,0.06255545696539477,-0.05569881382155761,-0.3641975308641976,-0.2135969141755063,-0.07104316546762579
2020-08,25.74,15.84,24.57,13.98,8.81,88.94000000000001,-0.01756323870540144,0.07473903966597084,-0.13489896231567444,0.13592233009708754,-0.1428571428571428,-0.1471442400774443
2020-09,25.42,14.52,19.17,12.83,9.01,80.95,-0.08983584438947612,-0.012432012432012307,-0.08333333333333337,-0.21978021978021967,-0.08226037195994285,0.022701475595913623
2020-10,15.6,15.21,21.44,10.91,9.44,72.6,-0.10315009264978392,-0.3863099921321794,0.04752066115702491,0.11841418883672405,-0.1496492595479345,0.04772475027746936
2020-11,23.76,15.75,18.59,14.45,9.53,82.08000000000001,0.1305785123966945,0.5230769230769232,0.035502958579881616,-0.13292910447761197,0.3244729605866177,0.009533898305084776
2020-12,16.53,15.22,20.14,11.43,9.89,73.21000000000001,-0.10806530214424959,-0.3042929292929293,-0.0336507936507936,0.08337816030123735,-0.20899653979238753,0.03777544596012605
2021-01,24.79,15.19,20.66,13.88,9.21,83.72999999999999,0.1436962163638844,0.4996975196612219,-0.001971090670170872,0.02581926514399213,0.21434820647419084,-0.06875631951466121
2021-02,22.71,15.2,20.7,13.52,8.42,80.55,-0.03797921891795042,-0.08390480032271075,0.0006583278472678256,0.0019361084220717029,-0.025936599423631246,-0.08577633007600438
2021-03,18.58,14.38,24.71,14.6,9.09,81.36,0.010055865921787754,-0.1818582122413035,-0.05394736842105252,0.19371980676328504,0.0798816568047338,0.07957244655581941
2021-04,22.25,15.54,22.4,17.24,8.92,86.35,0.06133235004916404,0.19752421959095812,0.08066759388038935,-0.09348441926345619,0.1808219178082191,-0.018701870187018743
2021-05,29.57,15.44,23.17,14.2,9.12,91.50000000000001,0.05964099594672856,0.3289887640449438,-0.006435006435006385,0.034375000000000044,-0.17633410672853822,0.022421524663676973
2021-06,28.29,16.2,24.58,18.69,8.05,95.80999999999999,0.04710382513661182,-0.04328711531958074,0.04922279792746109,0.0608545533016831,0.3161971830985917,-0.11732456140350866
2021-07,26.14,16.61,26.25,16.16,8.58,93.74,-0.021605260411230454,-0.07599858607281718,0.025308641975308577,0.0679414157851912,-0.13536650615302304,0.06583850931677016
2021-08,23.68,16.64,28.75,18.44,9.31,96.82,0.03285683806272677,-0.09410864575363431,0.0018061408789886713,0.09523809523809534,0.14108910891089121,0.08508158508158514
2021-09,25.09,16.4,21.4,20.71,9.36,92.96,-0.039867795909935944,0.05954391891891886,-0.014423076923077094,-0.2556521739130435,0.1231019522776573,0.005370569280343629
2021-10,19.5,18.04,26.85,13.28,10.03,87.7,-0.056583476764199614,-0.2227979274611399,0.10000000000000009,0.25467289719626174,-0.35876388218252053,0.07158119658119655
2021-11,30.13,17.56,21.84,18.36,10.03,97.92,0.11653363740022793,0.5451282051282051,-0.026607538802660757,-0.1865921787709498,0.3825301204819278,0.0
2021-12,21.03,18.93,20.32,13.29,9.58,83.14999999999999,-0.15083741830065367,-0.3020245602389644,0.07801822323462426,-0.06959706959706957,-0.2761437908496732,-0.04486540378863402
2022-01,29.18,17.75,26.55,18.07,10.31,101.86000000000001,0.22501503307276027,0.38754160722776976,-0.062334918119387184,0.3065944881889764,0.35966892400301,0.0762004175365345
2022-02,30.55,16.01,26.14,17.46,10.02,100.17999999999999,-0.016493225996465966,0.04694996572995214,-0.0980281690140844,-0.015442561205273098,-0.03375760929717764,-0.02812803103782746
2022-03,24.94,17.78,33.07,16.26,10.16,102.21,0.020263525653823056,-0.18363338788870698,0.11055590256089931,0.2651109410864576,-0.06872852233676974,0.0139720558882237
2022-04,20.27,18.68,30.63,17.21,10.47,97.25999999999999,-0.04842970355151166,-0.18724939855653577,0.050618672665916575,-0.07378288478983974,0.058425584255842544,0.030511811023621993
2022-05,31.97,18.99,24.34,17.12,10.08,102.5,0.05387620810199478,0.5772076961026147,0.016595289079229136,-0.2053542278811622,-0.00522951772225444,-0.03724928366762181
2022-06,25.76,19.09,22.03,20.18,9.91,96.97,-0.05395121951219517,-0.19424460431654667,0.00526592943654558,-0.0949055053410024,0.1787383177570092,-0.016865079365079305
2022-07,31.99,19.31,21.87,17.81,10.48,101.46000000000001,0.04630298030318669,0.24184782608695632,0.011524358302776205,-0.0072628234226055355,-0.11744301288404368,0.057517658930373416
2022-08,28.33,19.21,21.44,19.78,10.58,99.34,-0.020894933964123785,-0.11441075336042517,-0.005178663904712444,-0.019661636945587535,0.11061201572150492,0.009541984732824416
2022-09,23.52,17.91,26.6,21.96,11.13,101.12,0.01791826051942813,-0.169784680550653,-0.06767308693388863,0.24067164179104483,0.11021233569261879,0.05198487712665423
2022-10,18.44,20.27,25.05,14.57,9.85,88.18,-0.12796677215189867,-0.2159863945578231,0.1317699609156895,-0.05827067669172936,-0.3365209471766849,-0.11500449236298305
2022-11,30.69,19.27,18.97,18.07,10.21,97.21000000000001,0.10240417328192342,0.6643167028199566,-0.04933399111988157,-0.24271457085828352,0.24021962937542907,0.03654822335025387
2022-12,18.69,20.96,19.67,13.69,10.15,83.16000000000001,-0.14453245550869243,-0.39100684261974583,0.08770108977685531,0.0369003690036902,-0.24239070282235753,-0.00587659157688547
2023-01,31.59,18.66,27.78,18.83,10.13,106.99,0.28655603655603623,0.6902086677367576,-0.10973282442748089,0.4123029994916114,0.3754565376186998,-0.0019704433497536034
2023-02,34.62,18.69,23.05,18.45,9.59,104.4,-0.024207869894382505,0.09591642924976251,0.001607717041800738,-0.17026637868970484,-0.020180562931492285,-0.05330700888450157
2023-03,27.62,18.73,30.42,21.21,10.26,108.24000000000002,0.03678160919540252,-0.2021952628538416,0.0021401819154627244,0.31973969631236443,0.1495934959349594,0.06986444212721588
2023-04,21.46,19.49,30.29,20.49,10.47,102.2,-0.0558019216555804,-0.22302679217958,0.040576615056059584,-0.004273504273504369,-0.03394625176803401,0.02046783625731008
2023-05,35.2,19.32,24.26,21.89,10.88,111.55,0.09148727984344407,0.6402609506057784,-0.008722421754745913,-0.19907560250907885,0.06832601268911676,0.03915950334288443
2023-06,32.0,19.67,23.57,23.89,10.51,109.64000000000001,-0.017122366651725507,-0.09090909090909094,0.018115942028985588,-0.02844187963726308,0.09136592051164905,-0.034007352941176516
2023-07,31.2,19.91,28.9,22.68,10.6,113.28999999999999,0.03329076979204659,-0.025000000000000022,0.012201321809862664,0.22613491726771318,-0.05064880703223107,0.008563273073263655
2023-08,32.3,20.29,24.74,28.33,10.62,116.28,0.026392444169829776,0.03525641025641013,0.019085886489201398,-0.14394463667820068,0.24911816578483248,0.0018867924528300772
2023-09,28.49,19.55,26.2,28.58,11.3,114.11999999999999,-0.018575851393188958,-0.11795665634674923,-0.036471168063085146,0.05901374292643502,0.008824567596187771,0.06403013182674222
2023-10,20.26,18.23,24.85,26.58,11.49,101.41,-0.11137399228881872,-0.2888732888732888,-0.06751918158567771,-0.0515267175572518,-0.0699790062981106,0.016814159292035447
2023-11,34.95,21.36,21.4,20.14,11.58,109.43,0.07908490286953951,0.7250740375123397,0.17169500822819517,-0.1388329979879277,-0.24228743416102327,0.007832898172323688
2023-12,24.88,20.8,19.18,20.83,12.23,97.92,-0.1051813944987664,-0.28812589413447787,-0.02621722846441943,-0.10373831775700926,0.03426017874875864,0.05613126079447328
2024-01,33.03,18.04,29.86,17.8,11.06,109.79,0.12122140522875813,0.3275723472668812,-0.13269230769230778,0.556830031282586,-0.14546327412385973,-0.09566639411283728
2024-02,25.66,17.51,23.48,18.31,11.09,96.05000000000001,-0.1251480098369614,-0.22313048743566455,-0.02937915742793773,-0.21366376423308775,0.028651685393258353,0.002712477396021651
2024-03,21.16,16.52,29.43,20.59,11.49,99.19,0.032691306611139836,-0.17537022603273578,-0.05653912050257004,0.25340715502555367,0.12452211906062272,0.03606853020739398
2024-04,31.09,18.59,23.8,18.57,11.29,103.34,0.041838895049904234,0.4692816635160679,0.12530266343825658,-0.1913013931362555,-0.09810587663914516,-0.017406440382941812
